ENKR,69.7258,29.8913,"Kirkenes Airport, Høybuktmoen",Kirkenes,1
ENLK,68.1525,13.6094,Leknes Airport,Leknes,1
ENMH,71.0297,27.8267,Mehamn Airport,Mehamn,1
ENML,62.7447,7.2625,"Molde Airport, Årø",Årø,1
ENMS,65.7840,13.2149,"Mosjøen Airport, Kjærstad",Mosjøen,1
ENNA,70.0688,24.9735,"Lakselv Airport, Banak",Lakselv,1
ENNM,64.4722,11.5786,Namsos Airport,Namsos,1
ENNO,59.5651,9.2132,Notodden Airport,Notodden,1
ENOL,63.6989,9.6040,Ørland Airport,Ørland,1
ENOV,62.1800,6.0741,"Ørsta-Volda Airport, Hovden",Ørsta,1
ENRA,66.3639,14.3014,"Mo i Rana Airport, Røssvoll",Mo i Rana,1
ENRM,64.8383,11.1461,"Rørvik Airport, Ryum",Rørvik,1
ENRO,62.5784,11.3423,Røros Airport,Røros,1
ENRS,67.5265,12.1016,Røst Airport,Røst,1
ENRY,59.3788,10.7854,"Moss Airport, Rygge",Oslo,1
ENSB,78.2461,15.4656,"Svalbard Airport, Longyear",Longyearbyen,1
ENSD,61.8300,6.1058,"Sandane Airport, Anda",Sandane,1
ENSG,61.1561,7.1378,"Sogndal Airport, Haukåsen",Sogndal,1
ENSH,68.2433,14.6692,"Svolvær Airport, Helle",Svolvær,1
ENSK,68.5788,15.0334,"Stokmarknes Airport, Skagen",Hadsel,1
ENSN,59.1850,9.5669,Skien Airport,Geiteryggen,1
ENSO,59.7919,5.3408,"Stord Airport, Sørstokken",Leirvik,1
ENSR,69.7868,20.9594,Sørkjosen Airport,Sørkjosen,1
ENSS,70.3554,31.0449,"Vardø Airport, Svartnes",Vardø,1
ENST,65.9568,12.4689,"Sandnessjøen Airport, Stokka",Alstahaug,1
ENTC,69.6833,18.9189,Tromsø Airport,Tromsø,1
ENTO,59.1867,10.2586,"Sandefjord Airport, Torp",Sandefjord(Torp),1
ENVA,63.4578,10.9240,"Trondheim Airport, Værnes",Trondheim,1
ENVD,70.0653,29.8447,Vadsø Airport,Vadsø,1
ENVR,67.6546,12.7273,Værøy Heliport,Værøy,1
ENZV,58.8767,5.6378,"Stavanger Airport, Sola",Stavanger,1
EPBY,53.0968,17.9777,Ignacy Jan Paderewski Bydgoszcz Airport,Bydgoszcz,1
EPCE,54.4165,17.7657,Cewice Naval Air Base,Siemirowice,1
EPDE,51.5510,21.8923,Deblin Military Air Base,Dęblin,1
EPGD,54.3776,18.4662,Gdańsk Lech Wałęsa Airport,Gdańsk,1
EPIR,52.8294,18.3306,Inowroclaw Military Air Base,,1
EPKK,50.0777,19.7848,Kraków John Paul II International Airport,Balice,1
EPKS,52.3317,16.9664,Krzesiny Military Air Base,Poznań,1
EPKT,50.4760,19.0807,Katowice Wojciech Korfanty International Airport,Katowice,1
EPLB,51.2402,22.7135,Lublin Airport,Lublin,1
EPLK,51.5517,19.1791,Łask Air Base,Łask,1
EPLL,51.7219,19.3981,Łódź Władysław Reymont Airport,Łódź,1
EPLY,52.0049,19.1438,Leźnica Wielka Air Base,Leźnica Wielka,1
EPMB,54.0266,19.1357,Malbork Królewo Air Base,Królewo,1
EPMI,53.3951,16.0828,Miroslawiec Military Air Base,Mirosławiec,1
EPMM,52.1955,21.6559,Minsk Mazowiecki Military Air Base,,1
EPMO,52.4511,20.6518,Warsaw Modlin Airport,Nowy Dwór Mazowiecki,1
EPPO,52.4216,16.8234,Poznań-Ławica Airport,Poznań,1
EPPW,52.3801,17.8532,Powidz Military Air Base,Powidz,1
EPRA,51.3894,21.2147,Warsaw Radom Airport,Radom,1
EPRZ,50.1098,22.0242,Rzeszów-Jasionka Airport,Jasionka,1
EPSC,53.5847,14.9022,Solidarity Szczecin–Goleniów Airport,Szczecin(Glewice),1
EPSN,53.7906,15.8263,Swidwin Military Air Base,,1
EPSY,53.4819,20.9377,Olsztyn-Mazury Airport,Szymany,1
EPTM,51.5844,20.0978,Tomaszów Mazowiecki Military Air Base,Nowy Glinnik,1
EPWA,52.1657,20.9671,Warsaw Chopin Airport,Warsaw,1
EPWR,51.1037,16.8821,Copernicus Wrocław Airport,Wrocław,1
EPZG,52.1385,15.7986,Zielona Góra-Babimost Airport,Nowe Kramsko,1
ESCF,58.3977,15.5224,Malmen Air Base,Linköping,1
ESDF,56.2667,15.2650,Ronneby Airport,Ronneby,1
ESFR,58.4981,13.0532,Råda Air Base,Råda,1
ESGG,57.6628,12.2798,Göteborg Landvetter Airport,Göteborg,1
ESGJ,57.7576,14.0687,Jönköping Airport,Jönköping,1
ESGP,57.7747,11.8704,Säve Airport,Göteborg,1
ESGR,58.4564,13.9727,Skövde Airport,Skövde,1
ESGT,58.3181,12.3450,Trollhättan-Vänersborg Airport,Trollhättan,1
ESIB,58.4264,12.7144,Såtenäs Air Base,Såtenäs,1
ESKK,59.3459,14.4959,Karlskoga Airport,Karlskoga,1
ESKM,60.9579,14.5114,Mora Airport,Mora,1
ESKN,58.7897,16.9115,Stockholm Skavsta Airport,Nyköping,1
ESKS,61.1651,12.8335,Scandinavian Mountains Airport,Malung-Sälen,1
ESMK,55.9217,14.0855,Kristianstad Airport,Kristianstad,1
ESMQ,56.6855,16.2876,Kalmar Airport,Kalmar,1
ESMS,55.5356,13.3763,Malmö Sturup Airport,Malmö,1
ESMT,56.6911,12.8202,Halmstad Airport,Halmstad,1
ESMX,56.9291,14.7280,Växjö Kronoberg Airport,Växjö,1
ESND,62.0478,14.4229,Sveg Airport,Sveg,1
ESNG,67.1324,20.8146,Gällivare Airport,Gällivare,1
ESNK,63.0486,17.7689,Kramfors-Sollefteå Höga Kusten Airport,Nyland,1
ESNL,64.5483,18.7162,Lycksele Airport,Lycksele,1
ESNN,62.5281,17.4439,Sundsvall-Härnösand Airport,Sundsvall/ Härnösand,1
ESNO,63.4083,18.9900,Örnsköldsvik Airport,Örnsköldsvik,1
ESNQ,67.8220,20.3368,Kiruna Airport,Kiruna,1
ESNS,64.6248,21.0769,Skellefteå Airport,Skellefteå,1
ESNU,63.7918,20.2828,Umeå Airport,Umeå,1
ESNV,64.5791,16.8336,Vilhelmina South Lapland Airport,Vilhelmina,1
ESNX,65.5903,19.2819,Arvidsjaur Airport,Arvidsjaur,1
ESNY,61.2615,17.0991,Söderhamn Airport,Söderhamn,1
ESNZ,63.1935,14.5042,Åre Östersund Airport,Östersund,1
ESOE,59.2237,15.0380,Örebro Airport,Örebro,1
ESOH,60.0201,13.5789,Hagfors Airport,Råda,1
ESOK,59.4447,13.3374,Karlstad Airport,Karlstad,1
ESOW,59.5894,16.6336,Stockholm Västerås Airport,Stockholm / Västerås,1
ESPA,65.5438,22.1220,Luleå Airport,Luleå,1
ESSA,59.6485,17.9288,Stockholm-Arlanda Airport,Stockholm,1
ESSB,59.3544,17.9417,Stockholm-Bromma Airport,Stockholm,1
ESSD,60.4220,15.5152,Dala Airport,Borlange,1
ESSK,60.5933,16.9514,Gävle Sandviken Airport,Gävle / Sandviken,1
ESSL,58.4049,15.6845,Linköping City Airport,Linköping,1
ESSP,58.5863,16.2506,Norrköping Airport,Norrköping,1
ESST,60.1576,12.9913,Torsby Airport,Torsby,1
ESSU,59.3511,16.7084,Eskilstuna Airport,Eskilstuna,1
ESSV,57.6628,18.3462,Visby Airport,Visby,1
ESTA,56.2961,12.8471,Ängelholm-Helsingborg Airport,Ängelholm,1
ESTL,56.0828,13.2125,Ljungbyhed Airfield,Ljungbyhed,1
ESUD,64.9609,17.6966,Storuman Airport,Storuman,1
ESUP,67.2446,23.0749,Pajala Airport,Pajala,1
ESUT,65.8061,15.0828,Hemavan Airport,Hemavan,1
ETAD,49.9765,6.6984,Spangdahlem Air Base,Trier,1
ETAR,49.4369,7.6003,Ramstein Air Base,Ramstein-Miesenbach,1
ETHB,52.2785,9.0822,Bückeburg Air Base,Bückeburg,1
ETHC,52.5912,10.0221,Celle Army Airfield,Celle,1
ETHF,51.1146,9.2860,Fritzlar Army Airfield,Fritzlar,1
ETHL,48.2203,9.9100,Laupheim Air Base,Laupheim,1
ETHN,49.3916,9.9567,Niederstetten Army Air Base,Niederstetten,1
ETHS,52.9194,10.1858,Faßberg Air Base,Faßberg,1
ETIC,49.6987,11.9402,Grafenwöhr Army Air Field,Grafenwöhr,1
ETIH,49.2165,11.8361,Hohenfels Army Airfield,Hohenfels,1
ETMN,53.7677,8.6592,Sea-Airport Cuxhaven/Nordholz / Nordholz Naval Airbase,Wurster Nordseeküste,1
ETND,52.5856,8.3422,Diepholz Air Base,Diepholz,1
ETNG,50.9608,6.0424,Geilenkirchen Air Base,Geilenkirchen,1
ETNH,54.3122,9.5382,Hohn Air Base,Hohn,1
ETNL,53.9182,12.2783,Rostock-Laage Airport,Laage,1
ETNN,50.8312,6.6582,Nörvenich Air Base,Nörvenich,1
ETNS,54.4593,9.5163,Schleswig Air Base,Jagel,1
ETNT,53.5478,7.6673,Wittmundhafen Air Base,Wittmund,1
ETNW,52.4573,9.4272,Wunstorf Air Base,,1
ETOU,50.0498,8.3254,Wiesbaden Army Airfield,Wiesbaden,1
ETSB,50.1738,7.0633,Büchel Air Base,Alflen,1
ETSH,51.7678,13.1677,Holzdorf Air Base,Holzdorf,1
ETSI,48.7157,11.5340,Ingolstadt Manching Airport,Manching,1
ETSL,48.1855,10.8612,Lechfeld Air Base,Graben,1
ETSN,48.7110,11.2115,Neuburg Air Base,Neuburg an der Donau,1
EVKA,56.5347,25.8925,Jēkabpils Air Base,Jēkabpils,2
EVLA,56.5175,21.0969,Liepāja International Airport,Liepāja,2
EVRA,56.9208,23.9707,Riga International Airport,Riga,2
EVTA,56.9422,23.2239,Jūrmala Airport,Tukums,2
EYKA,54.9640,24.0858,Kaunas International Airport,Kaunas,2
EYKD,55.3117,23.9564,Kėdainiai Air Base,Kėdainiai,2
EYPA,55.9732,21.0939,Palanga International Airport,Palanga,2
EYPP,55.7294,24.4608,Panevėžys Air Base,Panevėžys,2
EYSA,55.8939,23.3950,Šiauliai International Airport,Šiauliai,2
EYSB,56.0706,23.5581,Barysiai Airfield,Šiauliai,2
EYVI,54.6341,25.2858,Vilnius International Airport,Vilnius,2
FAAB,-28.5750,16.5333,Alexander Bay Airport,Alexander Bay,2
FAAG,-29.2818,18.8139,Aggeneys Airport,Aggeneys,2
FABE,-32.8971,27.2791,Bisho Airport,Bisho,2
FABL,-29.0927,26.3024,Bram Fischer International Airport,Bloemfontein,2
FABR,-25.7171,30.9750,Barberton Airport,Umjindi (Barberton),2
FACT,-33.9740,18.6043,Cape Town International Airport,Cape Town,2
FAEL,-33.0356,27.8259,King Phalo Airport,East London,2
FAEO,-26.4956,29.9798,Ermelo Airport,Ermelo,2
FAFB,-28.8231,27.9089,Ficksburg Sentraoes Airport,Ficksburg,2
FAGC,-25.9863,28.1401,Grand Central Airport,Midrand,2
FAGG,-34.0056,22.3789,George Airport,George,2
FAGM,-26.2425,28.1512,Rand Airport,Johannesburg,2
FAHR,-28.2351,29.1062,Harrismith Airport,Harrismith,2
FAHT,-24.3619,31.0529,Eastgate Airport / Air Force Base Hoedspruit,Hoedspruit,2
FAKD,-26.8711,26.7180,P C Pelser Airport,Klerksdorp,2
FAKM,-28.8054,24.7649,Kimberley Airport,Kimberley,2
FAKN,-25.3833,31.1053,Kruger Mpumalanga International Airport,Mbombela,2
FAKU,-27.4566,23.4119,Johan Pienaar Airport,Kuruman,2
FAKZ,-29.6884,17.0940,Kleinsee Airport,Kleinsee,2
FALA,-25.9390,27.9266,Lanseria International Airport,Johannesburg,2
FALC,-28.3601,23.4391,Lime Acres Finsch Mine Airport,Lime Acres,2
FALE,-29.6144,31.1197,King Shaka International Airport,Durban,2
FALW,-32.9689,18.1603,Langebaanweg Airport,Langebaanweg,2
FALY,-28.5817,29.7497,Ladysmith Airport,Ladysmith,2
FAMD,-24.8169,31.5441,Malamala Airport,Malamala,2
FAMG,-30.8574,30.3430,Margate Airport,Margate,2
FAMM,-25.7984,25.5480,Mmabatho International Airport,Mafeking,2
FAMS,-25.7045,26.9090,Morningside Farm Airport,Silveroaks,2
FAMU,-27.6261,32.0443,Mkuze Airport,Mkuze,2
FANC,-27.7706,29.9769,Newcastle Airport,Newcastle,2
FAOH,-33.6070,22.1890,Oudtshoorn Airport,Oudtshoorn,2
FAOR,-26.1401,28.2468,O.R. Tambo International Airport,Johannesburg,2
FAPE,-33.9897,25.6174,Chief Dawid Stuurman International Airport,Gqeberha (Port Elizabeth),2
FAPG,-34.0882,23.3287,Plettenberg Bay Airport,Plettenberg Bay,2
FAPH,-23.9372,31.1554,Hendrik Van Eck Airport,Phalaborwa,2
FAPI,-23.9261,29.4844,Pietersburg Municipal Airport,Polokwane,2
FAPJ,-31.6061,29.5218,Port St Johns Airport,Port St Johns,2
FAPM,-29.6490,30.3987,Pietermaritzburg Airport,Pietermaritzburg,2
FAPN,-25.3338,27.1734,Pilanesberg International Airport,Pilanesberg,2
FAPP,-23.8453,29.4586,Polokwane International Airport,Polokwane,2
FAPS,-26.6710,27.0819,Potchefstroom Airport,Potchefstroom,2
FAQT,-31.9202,26.8822,Queenstown Airport,Queenstown,2
FARB,-28.7410,32.0921,Richards Bay Airport,Richards Bay,2
FARG,-25.6443,27.2711,Rustenburg Airport,Rustenburg,2
FARS,-33.8122,19.9028,Robertson Airport,Robertson,2
FASB,-29.6893,17.9396,Springbok Airport,Springbok,2
FASC,-26.5241,29.1701,Secunda Airport,Secunda,2
FASD,-32.9641,17.9693,Saldanha/Vredenburg Airport,Saldanha-Vredenburg,2
FASK,-25.8097,28.1646,Swartkop Air Force Base,Pretoria,2
FASS,-27.6486,22.9993,Sishen Airport,Sishen,2
FASZ,-24.9609,31.5886,Skukuza Airport,Skukuza,2
FATZ,-23.8244,30.3293,Tzaneen Airport,Tzaneen,2
FAUL,-28.3206,31.4165,Prince Mangosuthu Buthelezi Airport,Ulundi,2
FAUP,-28.4002,21.2636,Upington Airport,Upington,2
FAUT,-31.5464,28.6734,K. D. Matanzima Airport,Mthatha,2
FAVB,-26.9824,24.7288,Vryburg Airport,Vryburg,2
FAVG,-29.7706,31.0584,Virginia Airport,Durban,2
FAVR,-31.6410,18.5448,Vredendal Airport,Vredendal,2
FAVV,-26.5664,27.9608,Vereeniging Airport,Vereeniging,2
FAWB,-25.6539,28.2242,Wonderboom Airport,Pretoria,2
FAWK,-25.8300,28.2225,Waterkloof Air Force Base,Pretoria,2
FAYP,-33.9002,18.4983,Ysterplaat Air Force Base,Cape Town,2
FBFT,-21.1592,27.4688,Phillip Gaonwe Matante International Airport,Francistown,2
FBJW,-24.6023,24.6910,Jwaneng Airport,Jwaneng,2
FBKE,-17.8317,25.1662,Kasane International Airport,Kasane,2
FBMN,-19.9705,23.4314,Maun International Airport,Maun,2
FBSK,-24.5552,25.9182,Sir Seretse Khama International Airport,Gaborone,2
FBSN,-20.5534,26.1158,Sua Pan Airport,Sowa,2
FBSP,-22.0583,27.8288,Selebi Phikwe Airport,Selebi Phikwe,2
FBSW,-18.3739,21.8326,Shakawe Airport,Shakawe,2
FCBB,-4.2517,15.2530,Maya-Maya International Airport,Brazzaville,1
FCOD,-1.2267,15.9100,Oyo Ollombo Airport,Oyo,1
FCOO,-0.5246,15.9378,Owando Airport,Owando,1
FCOU,1.6160,16.0379,Ouesso Airport,,1
FCPL,-4.2063,12.6599,Ngot Nzoungou Airport,Dolisie,1
FCPP,-4.8160,11.8866,Antonio Agostinho-Neto International Airport,Pointe Noire,1
FDMS,-26.5289,31.3076,Matsapha International Airport,Manzini,2
FDSK,-26.3586,31.7169,King Mswati III International Airport,Mpaka,2
FEFF,4.3985,18.5188,Bangui M'Poko International Airport,Bangui,1
FEFT,4.2216,15.7864,Berbérati Airport,Berbérati,1
FGAB,-1.4086,5.6242,Annobón Airport,San Antonio de Palé,1
FGBT,1.9055,9.8057,Bata International Airport,Bata,1
FGMY,1.6764,11.0249,President Obiang Nguema International Airport,Mengomeyén,1
FGSL,3.7553,8.7087,Malabo International Airport,Malabo,1
FHAW,-7.9702,-14.3927,RAF Ascension Island,Cat Hill,0
FHSH,-15.9589,-5.6461,Saint Helena International Airport,Jamestown,0
FIMP,-20.4302,57.6836,Sir Seewoosagur Ramgoolam International Airport,Plaine Magnien,4
FIMR,-19.7567,63.3593,Sir Charles Gaetan Duval Airport,Port Mathurin,4
FJDG,-7.3133,72.4111,Naval Support Facility Diego Garcia,Diego Garcia,6
FKKC,4.0892,9.3605,Tiko Airport,Tiko,1
FKKD,4.0061,9.7195,Douala International Airport,Douala,1
FKKL,10.4514,14.2574,Salak Airport,Maroua,1
FKKM,5.6369,10.7508,Foumban Nkounja Airport,Foumban,1
FKKN,7.3570,13.5592,N'Gaoundéré Airport,N'Gaoundéré,1
FKKR,9.3348,13.3721,Garoua International Airport,Garoua,1
FKKU,5.5369,10.3546,Bafoussam Airport,Bafoussam,1
FKKV,6.0392,10.1226,Bamenda Airport,Bamenda,1
FKKY,3.8360,11.5235,Yaoundé Ville Airport,Yaoundé,1
FKYS,3.7226,11.5533,Yaoundé Nsimalen International Airport,Yaoundé,1
FLKE,-12.5728,27.8939,Kasompe Airport,Chingola,2
FLKS,-10.2102,31.1230,Kasama Airport,Kasama,2
FLLC,-15.4138,28.3307,Lusaka City Airport,Lusaka,2
FLLI,-17.8215,25.8196,Harry Mwanga Nkumbula International Airport,Livingstone,2
FLLS,-15.3308,28.4527,Kenneth Kaunda International Airport,Lusaka,2
FLMF,-13.2589,31.9366,Mfuwe International Airport,Mfuwe,2
FLMG,-15.2545,23.1623,Mongu Airport,Mongu,2
FLND,-12.9972,28.6639,Peter Zuze Air Force Base,Ndola,2
FLSK,-12.9651,28.5156,Simon Mwansa Kapwepwe International Airport,Ndola,2
FLSO,-12.9005,28.1499,Southdowns Airport,Kitwe,2
FLSW,-12.1737,26.3651,Solwesi Airport,Solwesi,2
FMCH,-11.5337,43.2719,Prince Said Ibrahim International Airport,Moroni,3
FMCI,-12.2981,43.7665,Mohéli Bandar Es Eslam Airport,Fomboni,3
FMCV,-12.1310,44.4300,Ouani Airport,Ouani,3
FMCZ,-12.8093,45.2818,Dzaoudzi Pamandzi International Airport,Dzaoudzi,3
FMEE,-20.8901,55.5189,Roland Garros Airport,Sainte-Marie,4
FMEP,-21.3194,55.4225,Saint-Pierre Pierrefonds Airport,Saint-Pierre,4
FMMI,-18.7969,47.4788,Ivato International Airport,Antananarivo,3
FMMN,-19.5628,45.4508,Miandrivazo Airport,Miandrivazo,3
FMMS,-17.0939,49.8158,Sainte Marie Airport,Vohilava,3
FMMT,-18.1135,49.3923,Toamasina Ambalamanasy Airport,Toamasina,3
FMMU,-17.4761,43.9728,Tambohorano Airport,Tambohorano,3
FMMV,-20.2847,44.3176,Morondava Airport,Morondava,3
FMNA,-12.3494,49.2917,Arrachart Airport,Antisiranana,3
FMNC,-16.1639,49.7738,Mananara Nord Airport,Mananara Nord,3
FMND,-14.6517,49.6206,Andapa Airport,,3
FMNH,-14.9994,50.3202,Antsirabe Airport,Antsirabe,3
FMNL,-14.6295,47.7636,Analalava Airport,Analalava,3
FMNM,-15.6668,46.3512,Amborovy Airport,Mahajanga,3
FMNN,-13.3121,48.3148,Nosy Be International Airport,Nosy Be,3
FMNO,-16.1017,45.3588,Soalala Airport,Soalala,3
FMNQ,-16.7445,44.4825,Besalampy Airport,Besalampy,3
FMNR,-15.4377,49.6891,Maroantsetra Airport,Maroantsetra,3
FMNS,-14.2786,50.1747,Sambava Airport,Sambava,3
FMNT,-16.7511,47.6190,Tsaratanana Airport,Tsaratanana,3
FMNV,-13.3758,50.0028,Vohemar Airport,Vohemar,3
FMNW,-14.8988,47.9939,Ambalabe Airport,Antsohihy,3
FMSD,-25.0381,46.9561,Tôlanaro Airport,Tôlanaro,3
FMSF,-21.4416,47.1117,Fianarantsoa Airport,Fianarantsoa,3
FMSK,-22.1197,48.0217,Manakara Airport,Manakara,3
FMSM,-21.2018,48.3583,Mananjary Airport,Mananjary,3
FMSR,-21.7538,43.3748,Morombe Airport,Morombe,3
FMST,-23.3834,43.7285,Toliara Airport,Toliara,3
FNBC,-6.2699,14.2470,Mbanza Congo Airport,Mbanza Congo,1
FNBG,-12.6090,13.4037,Benguela Airport,Benguela,1
FNBJ,-9.0507,13.4991,Dr. Antonio Agostinho Neto International Airport,Luanda (Ícolo e Bengo),1
FNCA,-5.5984,12.1881,Cabinda Airport,Cabinda,1
FNCT,-12.4792,13.4869,Catumbela Airport,Catumbela,1
FNDU,-7.4009,20.8185,Dundo Airport,Chitato,1
FNGI,-17.0435,15.6838,Ngjiva Pereira Airport,Ngiva,1
FNHU,-12.8089,15.7605,Albano Machado Airport,Huambo,1
FNKU,-12.4046,16.9474,Kuito Airport,Kuito,1
FNLU,-8.8584,13.2312,Quatro de Fevereiro International Airport,Luanda,1
FNMA,-9.5251,16.3124,Malanje Airport,Malanje,1
FNME,-14.6576,17.7198,Menongue Airport,Menongue,1
FNMO,-15.2612,12.1468,Welwitschia Mirabilis International Airport,Moçâmedes,1
FNNG,-7.7545,15.2877,Negage Airport,Negage,1
FNPA,-10.7220,13.7655,Porto Amboim Airport,Port Amboim,1
FNSA,-9.6891,20.4319,Saurimo Airport,Saurimo,1
FNSO,-6.1411,12.3718,Soyo Airport,Soyo,1
FNSU,-11.1679,13.8475,Sumbe Airport,Sumbe,1
FNUB,-14.9248,13.5767,Lubango Mukanka International Airport,Lubango,1
FNUE,-11.7681,19.8977,Luena Airport,Luena,1
FNUG,-7.6031,15.0278,Uige Airport,Uige,1
FNXA,-16.7554,14.9653,Xangongo Airport,Xangongo,1
FOGK,-1.1846,12.4413,Koulamoutou Mabimbi Airport,Koulamoutou,1
FOGM,-1.8451,11.0567,Mouilla Ville Airport,Mouila,1
FOGO,1.5431,11.5814,Oyem Airport,Oyem,1
FOGQ,-0.6652,13.6731,Okondja Airport,Okondja,1
FOGR,-0.7044,10.2457,Lambarene Airport,Lambarene,1
FOOB,2.0756,11.4932,Bitam Airport,Bitam,1
FOOG,-0.7117,8.7544,Port Gentil International Airport,Port Gentil,1
FOOH,-1.5747,9.2627,Omboue Hospital Airport,Omboue,1
FOOK,0.5792,12.8909,Makokou Airport,Makokou,1
FOOL,0.4590,9.4121,Libreville Leon M'ba International Airport,Libreville,1
FOON,-1.6562,13.4380,M'Vengue El Hadj Omar Bongo Ondimba International Airport,Franceville,1
FPPR,1.6612,7.4111,Principe Airport,São Tomé & Príncipe,0
FPST,0.3782,6.7122,São Tomé International Airport,São Tomé,0
FQBR,-19.7964,34.9076,Beira International Airport,Beira,2
FQCH,-19.1513,33.4290,Chimoio Airport,Chimoio,2
FQIN,-23.8764,35.4085,Inhambane Airport,Inhambane,2
FQLC,-13.2740,35.2663,Lichinga Airport,Lichinga,2
FQMA,-25.9208,32.5726,Maputo Airport,Maputo,2
FQMD,-11.6729,39.5631,Mueda Airport,Mueda,2
FQMP,-11.3618,40.3549,Mocímboa da Praia Airport,Mocímboa da Praia,2
FQNC,-14.4882,40.7122,Nacala International Airport,Nacala,2
FQNP,-15.1056,39.2818,Nampula Airport,Nampula,2
FQPB,-12.9933,40.5249,Pemba Airport,Pemba,2
FQQL,-17.8555,36.8691,Quelimane Airport,Quelimane,2
FQTT,-16.1048,33.6402,Tete Airport,Tete,2
FQVL,-22.0184,35.3133,Vilankulo Airport,Vilanculo,2
FQXA,-24.8929,33.7530,Xai-Xai Chongoene Airport,Xai-Xai,2
FSAL,-7.0048,52.7262,Alphonse Airport,Alphonse Island,4
FSIA,-4.6743,55.5218,Seychelles International Airport,Victoria,4
FSPP,-4.3193,55.6916,Praslin Island Airport,Praslin Island,4
FTFY,18.5279,20.1886,Ouadi Doum Air Base,Wadi Doum,1
FTTC,13.8470,20.8443,Abeche Airport,Abeche,1
FTTD,8.6285,16.0742,Moundou Airport,Moundou,1
FTTJ,12.1337,15.0340,N'Djamena International Airport,N'Djamena,1
FTTY,17.9171,19.1111,Faya-Largeau Airport,Faya-Largeau,1
FVBU,-20.0163,28.6229,Joshua Mqabuko Nkomo International Airport,Bulawayo,2
FVCZ,-21.0081,31.5786,Buffalo Range Airport,Chiredzi,2
FVFA,-18.0974,25.8369,Victoria Falls International Airport,Victoria Falls,2
FVHA,-17.9318,31.0928,Robert Gabriel Mugabe International Airport,Harare,2
FVKB,-16.5198,28.8850,Kariba Airport,Kariba,2
FVMT,-17.4319,32.1845,Mutoko Airport,Mutoko,2
FVMV,-20.0553,30.8591,Masvingo International Airport,Masvingo,2
FVTL,-19.4367,29.8619,Josiah Tungamirai Air Force Base,Gweru,2
FVWN,-18.6299,27.0210,Hwange National Park Airport,Gwayi River Farms,2
FWCL,-15.6772,34.9723,Chileka International Airport,Blantyre,2
FWDW,-12.5175,34.1319,Dwangwa Airport,Dwangwa,2
FWKA,-9.9536,33.8933,Karonga Airport,Karonga,2
FWKI,-13.7894,33.7810,Kamuzu International Airport,Lumbadzi,2
FWUU,-11.4447,34.0118,Mzuzu Airport,Mzuzu,2
FXMM,-29.4563,27.5545,Moshoeshoe I International Airport,Maseru(Mazenod),2
FYAR,-22.4619,14.9793,Arandis Airport,Arandis,1
FYGF,-19.6022,18.1227,Grootfontein Airport,Grootfontein,1
FYHI,-19.0285,16.4585,Halali Airport,Halali,1
FYKM,-17.6343,24.1767,Katima Mulilo Airport,Mpacha,1
FYKT,-26.5398,18.1114,Keetmanshoop Airport,Keetmanshoop,1
FYLZ,-26.6874,15.2429,Luderitz Airport,Luderitz,1
FYML,-24.6054,17.9254,Mariental Airport,Mariental,1
FYNG,-19.3285,15.9150,Ongava Lodge Airstrip,Ombika,1
FYOA,-17.8782,15.9526,Ondangwa Airport,Ondangwa,1
FYOG,-28.5853,16.4464,Oranjemund Airport,Oranjemund,1
FYRU,-17.9565,19.7194,Rundu Airport,Rundu,1
FYTF,-20.5442,14.3588,Twyfelfontein Airport,Twyfelfontein,1
FYTM,-19.2621,17.7325,Tsumeb Airport,Tsumeb,1
FYWB,-22.9793,14.6471,Walvis Bay International Airport,Walvis Bay(Rooikop),1
FYWE,-22.6049,17.0790,Eros Airport,Windhoek,1
FYWH,-22.4799,17.4709,Hosea Kutako International Airport,Windhoek,1
FZAA,-4.3857,15.4446,Ndjili International Airport,Kinshasa,1
FZAB,-4.3267,15.3275,Ndolo Airport,N'dolo,1
FZBA,-1.9472,18.2858,Inongo Airport,Inongo,1
FZBO,-3.3113,17.3817,Bandundu Airport,Bandundu,1
FZCA,-5.0358,18.7856,Kikwit Airport,Kikwit,1
FZEA,0.0226,18.2887,Mbandaka Airport,Mbandaka,1
FZFD,4.2527,20.9753,Gbadolite Airport,Gbadolite,1
FZFK,3.2354,19.7713,Gemena Airport,Gemena,1
FZGA,2.1707,21.4969,Lisala Airport,Lisala,1
FZGN,-0.2867,20.8836,Boende Airport,Boende,1
FZIC,0.4816,25.3380,Bangoka International Airport,Kisangani,2
FZJH,2.8276,27.5883,Matari Airport,Isiro,2
FZKA,1.5657,30.2207,Bunia Airport,Bunia,2
FZKJ,2.8181,24.7940,Buta Zega Airport,Buta,2
FZMA,-2.3090,28.8088,Bukavu Kavumu Airport,Kamakombe,2
FZNA,-1.6668,29.2380,Goma International Airport,Goma,2
FZOA,-2.9192,25.9154,Kindu Airport,Kindu,2
FZQA,-11.5915,27.5308,Lubumbashi International Airport,Lubumbashi,2
FZQM,-10.7659,25.5057,Kolwezi Airport,Kolwezi,2
FZRF,-5.8756,29.2500,Kalemie Airport,Kalemie,2
FZSA,-8.6420,25.2529,Kamina Air Base,Lumwe,2
FZSB,-8.7289,24.9914,Kamina City Airport,Kamina,2
FZUA,-5.9001,22.4692,Kananga Airport,Kananga,2
FZVJ,-4.0393,24.3656,Tshumbe Airport,Tshumbe,2
